the_geom,ID,AGENCY_NAM,PROGRAM_TY,AGENCY_TEL,CBO_SERVIC,SP_EIN,CBO_SP_TEL,SCHOOL_ID,SITE_NAME,SITE_BUILD,SITE_STREE,SITE_BOROU,SITE_ZIP,SETTING,ESTIMATED_,SUMMER,SCHOOL_YEA,WEEKENDS,EVENINGS,ELEMENTARY,MIDDLE_SCH,HIGH_SCHOO,WEEKLY_HOU,ENROLLMENT,ACADEMICS,SPORTS_PHY,ARTS_CULTU,NAME,ADDRESS1,ADDRESS2
POINT (-73.92633807556739 40.757381998756685),DYCD676,DYCD,OST,800-246-4646,"Jacob A. Riis Neighborhood Settlement, Inc.",111729398,718-204-6797,30Q166,PS 166 Henry Gradstein School,33-09,35th Avenue,Queens,11106,school,120,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,120,Yes,Yes,Yes,OST - Jacob A. Riis Neighborhood Settlement,33-09 35th Avenue,"Queens, NY 11106"
POINT (-74.08546114691877 40.641821544027714),DYCD677,DYCD,OST,800-246-4646,Jewish Community Center of Staten Island,135562256,718-273-3500,31R031,PS 031 WILLIAM T DAVIS (R031),55,Layton Avenue,Staten Island,10301,school,110,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,110,yes,yes,yes,OST - Jewish Comm. Center of Staten Island,55 Layton Avenue,"Staten Island, NY 10301"
POINT (-73.87090948809674 40.73122709418592),DYCD678,DYCD,OST,800-246-4646,Jewish Institute of Queens,,718-426-9369,,Jewish Institute of Queens,60-05,Woodhaven Boulevard,Queens,11373,center,97,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,97,yes,yes,yes,OST - Jewish Institute of Queens,60-05 Woodhaven Boulevard,"Queens, NY 11373"
POINT (-74.00105205014493 40.738013876670294),DYCD42,DYCD,OST,800-246-4646,"Lesbian, Gay, Bisexual & Transgender Community Center",,212-620-7310,,"The Lesbian, Gay, Bisexual & Transgender Comm. Ctr.",208,West 13th Street,Manhattan,10011,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,yes,yes,yes,"OST - Lesbian, Gay, Bisexual & Transgender Comm. Ctr.",208 West 13th Street,"Manhattan, NY 10011"
POINT (-73.98593757857302 40.77337985392308),DYCD490,DYCD,OST,800-246-4646,"Lincoln Square Neighborhood Center, Inc.",,212-874-0860,,Lincoln Square Neighborhood Ctr.,206,West 64th Street,Manhattan,10023,center,0,no,yes,unknown,unknown,no,yes,no,Part-time,0,yes,yes,yes,OST - Lincoln Square Neighborhood Center,206 West 64th Street,"Manhattan, NY 10023"
POINT (-73.87998276977618 40.64573473090521),DYCD484,DYCD,OST,800-246-4646,Italian American Civil Rights League (Italian American Civil,112352099,718-642-2180,,Italian American Civil Rights League,1460,Pennsylvania Avenue,Brooklyn,11239,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Italian American Civil Rights League,1460 Pennsylvania Avenue,"Brooklyn, NY 11239"
POINT (-73.93017557842856 40.76613506304137),DYCD251,DYCD,OST,800-246-4646,"Jacob A. Riis Neighborhood Settlement, Inc.",111729398,718-784-7447,30Q126,A. Shanker School,31-51,21st Street,Queens,11106,school,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Jacob A. Riis Neighborhood Settlement,31-51 21st Street,"Queens, NY 11106"
POINT (-73.94451162755645 40.75558663755517),DYCD37,DYCD,OST,800-246-4646,"Jacob A. Riis Neighborhood Settlement, Inc.",111729398,718-784-7447,,Jacob A. Riis Neighborhood Settlement,10-25,41st Avenue,Queens,11101,center,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Jacob A. Riis Neighborhood Settlement,10-25 41st Avenue,"Queens, NY 11101"
POINT (-74.1929346504427 40.52761268357681),DYCD253,DYCD,OST,800-246-4646,"Jewish Community Center of Staten Island, Inc.",135562256,718-981-1500,31R455,Tottenville High School,100,Luten Avenue,Staten Island,10312,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Jewish Comm. Center of Staten Island,100 Luten Avenue,"Staten Island, NY 10312"
POINT (-74.08112708824395 40.62047833805763),DYCD252,DYCD,OST,800-246-4646,"Jewish Community Center of Staten Island, Inc.",135562256,718-981-1500,31R049,Bertha Dreyfus School,101,Warren Street,Staten Island,10304,school,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Jewish Comm. Center of Staten Island,101 Warren Street,"Staten Island, NY 10304"
POINT (-73.86597422067531 40.83789969143197),DYCD255,DYCD,OST,800-246-4646,Kips Bay Boys & Girls Club,131623850,718-893-8600,12X102,Joseph O. Loretan School,1827,Archer Street,Bronx,10460,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Kips Bay Boys & Girls Club,1827 Archer Street,"Bronx, NY 10460"
POINT (-73.82567323690255 40.82151509258475),DYCD81,DYCD,OST,800-246-4646,Kips Bay Boys & Girls Club,131623850,718-893-8600,,Throggs Neck Comm. Ctr.,550,Balcom Avenue,Bronx,10465,NYCHA,0,no,yes,unknown,unknown,yes,yes,yes,Part-time,0,yes,yes,yes,OST - Kips Bay Boys & Girls Club,550 Balcom Avenue,"Bronx, NY 10465"
POINT (-73.90761501940493 40.82336408977616),DYCD256,DYCD,OST,800-246-4646,Kips Bay Boys & Girls Club,131623850,718-893-8600,08X140,Eagle Elementary School,916,Eagle Avenue,Bronx,10456,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Kips Bay Boys & Girls Club,916 Eagle Avenue,"Bronx, NY 10456"
POINT (-73.85664399602143 40.81733753616437),DYCD40,DYCD,OST,800-246-4646,Kips Bay Boys & Girls Club,131623850,718-893-8600,,Kips Bay Boys & Girls Club,1930,Randall Avenue,Bronx,10473,center,0,no,yes,unknown,unknown,yes,yes,yes,Part-time,0,yes,yes,yes,OST - Kips Bay Boys & Girls Club,1930 Randall Avenue,"Bronx, NY 10473"
POINT (-73.91416338482142 40.83229212111966),DYCD258,DYCD,OST,800-246-4646,"Learning thru an Expanded Arts Program, Inc.",132925233,212-769-4160,09X022,Jordan L. Mott School,270,East 167th Street,Bronx,10456,school,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Learning thru an Expanded Arts Program,270 East 167th Street,"Bronx, NY 10456"
POINT (-73.86899173523994 40.861087137198275),DYCD276,DYCD,OST,800-246-4646,Neighborhood Initiatives Development Corporation,,718-231-9800,11X096,Richard Rodgers ES,650,Waring Avenue,Bronx,10467,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Neighborhood Initiatives Dev.,650 Waring Avenue,"Bronx, NY 10467"
POINT (-73.92376905091774 40.830505854482396),DYCD530,DYCD,OST,800-246-4646,"SCAN- New York Volunteer Parent- Aides Association, Inc.",132912963,212-683-2522,,SCAN/Mullaly Park Academy,40,East 164th Street,Bronx,10452,center,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - SCAN- NY Volunteer Parent- Aides Association,40 East 164th Street,"Bronx, NY 10452"
POINT (-74.06917787292649 40.61302509246645),DYCD302,DYCD,OST,800-246-4646,"Police Athletic League, Inc.",135596811,212-477-9450,31R013,Margaret L. Lindenmeyer ES,191,Vermont Avenue,Staten Island,10305,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Police Athletic League,191 Vermont Avenue,"Staten Island, NY 10305"
POINT (-73.81437113553653 40.73512386349249),DYCD518,DYCD,OST,800-246-4646,"Pomonok Neighborhood Center, Inc.",112375583,718-591-6060,,Queens Community House,67-09,Kissena Boulevard,Queens,11367,NYCHA,175,yes,yes,unknown,unknown,yes,no,no,Full-time,175,yes,yes,yes,OST - Queens Community House,67-09 Kissena Boulevard,"Queens, NY 11367"
POINT (-73.9419290061046 40.79606709579414),DYCD82,DYCD,OST,800-246-4646,"SCAN- New York Volunteer Parent- Aides Association, Inc.",132912963,212-683-2522,,James Weldon Johnson Houses Comm. Ctr.,173,East 112th Street,Manhattan,10029,NYCHA,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - SCAN- NY Volunteer Parent- Aides Association,173 East 112th Street,"Manhattan, NY 10029"
POINT (-73.90619135926416 40.661141467808626),DYCD522,DYCD,OST,800-246-4646,Salvation Army Community Center,,212-337-7201,,Brownsville Comm. Ctr.,280,Riverdale Avenue,Brooklyn,11212,center,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Salvation Army,280 Riverdale Avenue,"Brooklyn, NY 11212"
POINT (-73.72890747219347 40.744426721146134),DYCD320,DYCD,OST,800-246-4646,"Samuel Field YM & YWHA, Inc.",113071518,718-225-6750,26Q566,HS For Teaching Arts and Science,74-20,Commonwealth Boulevard,Queens,11426,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Samuel Field YM & YWHA,74-20 Commonwealth Boulevard,"Queens, NY 11426"
POINT (-73.77228916054695 40.756214806364234),DYCD321,DYCD,OST,800-246-4646,"Samuel Field YM & YWHA, Inc.",113071518,718-225-6750,26Q158,Marie Curie School,46-35,Oceania Street,Queens,11361,school,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Samuel Field YM & YWHA,46-35 Oceania Street,"Queens, NY 11361"
POINT (-73.71335524816868 40.74179021707099),DYCD322,DYCD,OST,800-246-4646,"Samuel Field YM & YWHA, Inc.",113071518,718-225-6750,26Q172,Irwin Altman School,81-14,257th Street,Queens,11004,school,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Samuel Field YM & YWHA,81-14 257th Street,"Queens, NY 11004"
POINT (-73.87981538518231 40.83928822090896),DYCD282,DYCD,OST,800-246-4646,New York Junior Tennis League,,718-786-7110,12X214,Lorraine Hansberry Academy,1970,West Farms Road,Bronx,10460,school,0,no,yes,unknown,unknown,yes,no,no,Part-time,0,yes,yes,yes,OST - NY Junior Tennis League,1970 West Farms Road,"Bronx, NY 10460"
POINT (-73.91249980318933 40.75947468217901),DYCD283,DYCD,OST,800-246-4646,New York Junior Tennis League,,718-786-7110,30Q010,IS 10,45-11,31st Avenue,Queens,11103,school,0,no,yes,unknown,unknown,no,yes,no,Part-time,0,yes,yes,yes,OST - NY Junior Tennis League,45-11 31st Avenue,"Queens, NY 11103"
POINT (-73.92262012281782 40.65914537008275),DYCD292,DYCD,OST,800-246-4646,New York Junior Tennis League,,718-786-7110,18K219,Kennedy-King Elementary School,1060,Clarkson Avenue,Brooklyn,11212,school,0,no,yes,unknown,unknown,yes,no,no,Part-time,0,yes,yes,yes,OST - NY Junior Tennis League,1060 Clarkson Avenue,"Brooklyn, NY 11212"
POINT (-73.88780682220361 40.85860150924179),DYCD43,DYCD,OST,800-246-4646,Madison Square Boys & Girls Club,135596792,212-760-9600,,Columbus Clubhouse,543,East 189th Street,Bronx,10458,center,0,yes,yes,unknown,unknown,yes,yes,yes,Full-time/Part-time,0,yes,yes,yes,OST - Madison Square Boys & Girls Club,543 East 189th Street,"Bronx, NY 10458"
POINT (-73.88793589549388 40.83572960046798),DYCD491,DYCD,OST,800-246-4646,Madison Square Boys & Girls Club,135596792,212-760-9600,,Joel E. Smilow,1665,Hoe Avenue,Bronx,10460,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Madison Square Boys & Girls Club,1665 Hoe Avenue,"Bronx, NY 10460"
POINT (-73.95541174922107 40.64920047876907),DYCD47,DYCD,OST,800-246-4646,Madison Square Boys & Girls Club,135596792,212-760-9600,,Flatbush Clubhouse,2245,Bedford Avenue,Brooklyn,11226,center,0,yes,yes,unknown,unknown,no,yes,yes,Full-time/Part-time,0,yes,yes,yes,OST - Madison Square Boys & Girls Club,2245 Bedford Avenue,"Brooklyn, NY 11226"
POINT (-73.77210097651914 40.59634595029712),DYCD46,DYCD,OST,800-246-4646,Madison Square Boys & Girls Club,135596792,212-760-9600,,Far Rockaway Clubhouse,426,Beach 40 Street,Queens,11691,center,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Madison Square Boys & Girls Club,426 Beach 40 Street,"Queens, NY 11691"
POINT (-73.77210097651914 40.59634595029712),DYCD50,DYCD,OST,800-246-4646,Madison Square Boys & Girls Club,135596792,212-760-9600,,Madison Square Boys & Girls Club,426,Beach 40th Street,Queens,11691,center,0,no,yes,unknown,unknown,yes,yes,yes,Full-time/Part-time,0,yes,yes,yes,OST - Madison Square Boys & Girls Club,426 Beach 40th Street,"Queens, NY 11691"
POINT (-74.01365699160284 40.71712846583339),DYCD261,DYCD,OST,800-246-4646,Manhattan Youth Recreation & Resources Center,133323378,212-766-1104,02M089,Hudson River Middle School,201,Warren Street,Manhattan,10282,school,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Manhattan Youth Recreation & Resources Center,201 Warren Street,"Manhattan, NY 10282"
POINT (-73.8967291372158 40.73465661614719),DYCD264,DYCD,OST,800-246-4646,"Maspeth Town Hall, Inc.",237259702,718-335-6049,24Q229,Emanuel Kaplan ES,67-25,51st Road,Queens,11377,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Maspeth Town Hall,67-25 51st Road,"Queens, NY 11377"
POINT (-73.89335786052125 40.728616103712845),DYCD262,DYCD,OST,800-246-4646,"Maspeth Town Hall, Inc.",237259702,718-335-6049,24Q073,IS 73,70-02,54th Avenue,Queens,11378,school,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Maspeth Town Hall,70-02 54th Avenue,"Queens, NY 11378"
POINT (-73.88074962993535 40.88148713466313),DYCD54,DYCD,OST,800-246-4646,"Mosholu Montefiore Community Center, Inc.",133622107,718-882-4000,,Mosholu Montefiore Comm. Ctr.,3450,Dekalb Avenue,Bronx,10467,center,0,no,yes,unknown,unknown,no,yes,yes,Full-time/Part-time,0,yes,yes,yes,OST - Mosholu Montefiore Comm. Center,3450 Dekalb Avenue,"Bronx, NY 10467"
POINT (-73.85960072044544 40.88789832786544),DYCD270,DYCD,OST,800-246-4646,"Mosholu Montefiore Community Center, Inc.",133622107,718-882-4000,11X021,Phillip M. Sheridan ES,715,East 225th Street,Bronx,10466,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Mosholu Montefiore Comm. Center,715 East 225th Street,"Bronx, NY 10466"
POINT (-73.88616630481557 40.8793031528215),DYCD492,DYCD,OST,800-246-4646,"Mosholu Montefiore Community Center, Inc.",133622107,718-882-4000,,Tracey Towers,40,West Mosholu Parkway S,Bronx,10467,center,0,no,yes,unknown,unknown,yes,yes,yes,Part-time,0,yes,yes,yes,OST - Mosholu Montefiore Comm. Center,40 West Mosholu Parkway S,"Bronx, NY 10468"
POINT (-73.95923236363454 40.69888713183884),DYCD496,DYCD,OST,800-246-4646,National Society For Hebrew Day Schools,135564128,212-227-1000,,Yeshiva Bnos Ahavas Israel,12,Franklin Avenue,Brooklyn,11211,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,yes,yes,yes,OST - National Society For Hebrew Day Schools,12 Franklin Avenue,"Brooklyn, NY 11211"
POINT (-73.74216376422295 40.599665006623034),DYCD495,DYCD,OST,800-246-4646,National Society For Hebrew Day Schools,135564128,212-227-1000,,Torah Academy For Girls,636,Lanett Avenue,Queens,11691,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,yes,yes,yes,OST - National Society For Hebrew Day Schools,636 Lanett Avenue,"Queens, NY 11691"
POINT (-73.87880880414433 40.86965684826837),DYCD688,DYCD,OST,800-246-4646,"Mosholu Montefiore Community Center, Inc.",133622107,718-325-0764,10X020,PS 20 P.O.GEORGE J. WERDAN III (X020),3020,WEBSTER AVENUE,Bronx,10467,School,188,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,188,Yes,Yes,Yes,OST - Mosholu Montefiore Comm. Center,3020 Webster Avenue,"Bronx, NY 10467"
POINT (-73.8754501351614 40.88043334509715),DYCD689,DYCD,OST,800-246-4646,"Mosholu Montefiore Community Center, Inc.",133622107,917-482-5009,10X094,PS 094 KINGS COLLEGE SCHOOL (X094),3530,KINGS COLLEGE PLACE,Bronx,10467,School,125,Yes,Yes,unknown,unknown,Yes,No,No,Full-time,125,Yes,Yes,Yes,OST - Mosholu Montefiore Comm. Center,3530 Kings College Place,"Bronx, NY 10467"
POINT (-73.91349848184436 40.83702254697719),DYCD277,DYCD,OST,800-246-4646,New Settlement Apartments,141719016,718-716-8000,09X088,After School Program at CES 88,1340,Sheridan Avenue,Bronx,10456,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - New Settlement Apartments,1340 Sheridan Avenue,"Bronx, NY 10456"
POINT (-73.91483575936022 40.84206500421118),DYCD499,DYCD,OST,800-246-4646,New Settlement Apartments,141719016,718-716-8000,,New Settlement Apartments,1512,Townsend Avenue,Bronx,10452,center,0,no,yes,unknown,unknown,no,yes,yes,Full-time/Part-time,0,yes,yes,yes,OST - New Settlement Apartments,1512 Townsend Avenue,"Bronx, NY 10452"
POINT (-74.1424409970743 40.63468293606333),DYCD279,DYCD,OST,800-246-4646,New York Center for Interpersonal Development,237085239,718-876-6068,31R445,Port Richmond HS,85,St. Joseph Avenue,Staten Island,10302,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - NY Center for Interpersonal Dev.,85 St. Joseph Avenue,"Staten Island, NY 10302"
POINT (-74.07909062815405 40.64290933803227),DYCD278,DYCD,OST,800-246-4646,New York Center for Interpersonal Development,237085239,718-876-6068,31R600,Mckee Vocational High School,290,St. Mark's Place,Staten Island,10301,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - NY Center for Interpersonal Dev.,290 St. Mark's Place,"Staten Island, NY 10301"
POINT (-73.90364898746967 40.84831514105618),DYCD281,DYCD,OST,800-246-4646,New York City Mission Society,135562301,212-674-3500,09X028,Mount Hope School,1861,Anthony Avenue,Bronx,10457,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - NY City Mission Society,1861 Anthony Avenue,"Bronx, NY 10457"
POINT (-73.76677942167568 40.74500604962104),DYCD289,DYCD,OST,800-246-4646,Child Center of New York,111733454,718-786-7110,26Q074,Nathaniel Hawthorne School,61-15,Oceania Street,Queens,11364,school,150,no,yes,unknown,unknown,yes,no,no,Part-time,150,yes,yes,yes,OST - Child Center of New York,61-15 Oceania Street,"Queens, NY 11364"
POINT (-73.86694586874948 40.74892990296336),DYCD291,DYCD,OST,800-246-4646,New York Junior Tennis League,,718-786-7110,24Q019,Marino P. Jeantet Elementary School,98-02,Roosevelt Avenue,Queens,11368,school,0,no,yes,unknown,unknown,yes,no,no,Part-time,0,yes,yes,yes,OST - NY Junior Tennis League,98-02 Roosevelt Avenue,"Queens, NY 11368"
POINT (-73.90334206746559 40.855072581949024),DYCD298,DYCD,OST,800-246-4646,Good Shepherd Services,135598710,718-933-7439,10X079,Creston Elementary School,125,East 181st Street,Bronx,10453,school,350,no,yes,unknown,unknown,yes,no,no,Full-time,350,yes,yes,yes,OST - Good Shepherd Services,125 East 181st Street,"Bronx, NY 10453"
POINT (-74.1424409970743 40.63468293606333),DYCD290,DYCD,OST,800-246-4646,New York Junior Tennis League,,718-786-7110,31R445,Port Richmond HS,85,St. Joseph Avenue,Staten Island,10302,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,yes,yes,yes,OST - NY Junior Tennis League,85 St. Joseph Avenue,"Staten Island, NY 10302"
POINT (-73.9197347420405 40.81686461574809),DYCD505,DYCD,OST,800-246-4646,Planned Parenthood of NYC,,212-274-7222,,PPNYC:  Bronx Ctr.,349,East 149th Street,Bronx,10451,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,yes,yes,yes,OST - Planned Parenthood of NYC,349 East 149th Street,"Bronx, NY 10451"
POINT (-73.99363218889683 40.72538003985312),DYCD504,DYCD,OST,800-246-4646,Planned Parenthood of NYC,,212-274-7222,,Planned Parenthood of NYC,26,Bleecker Street,Manhattan,10012,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,yes,yes,yes,OST - Planned Parenthood of NYC,26 Bleecker Street,"Manhattan, NY 10012"
POINT (-73.89733038338913 40.817341356956845),DYCD511,DYCD,OST,800-246-4646,"Police Athletic League, Inc.",135596811,212-477-9450,,Police Athletic League (New South Bronx Ctr.),991,Longwood Avenue,Bronx,10459,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,yes,yes,yes,OST - Police Athletic League,991 Longwood Avenue,"Bronx, NY 10459"
POINT (-73.89633945170156 40.85557659397167),DYCD513,DYCD,OST,800-246-4646,"Police Athletic League, Inc.",135596811,212-477-9450,,Police Athletic League Webster Ctr.,2255,Webster Avenue,Bronx,10457,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,yes,yes,yes,OST - Police Athletic League,2255 Webster Avenue,"Bronx, NY 10457"
POINT (-73.92235915631207 40.643749262291664),DYCD508,DYCD,OST,800-246-4646,"Police Athletic League, Inc.",135596811,212-477-9450,,Nazareth Regional HS,475,East 57th Street,Brooklyn,11203,center,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Police Athletic League,475 East 57th Street,"Brooklyn, NY 11203"
POINT (-73.95046567090868 40.69019658497323),DYCD524,DYCD,OST,800-246-4646,Salvation Army Community Center,,212-337-7201,,Bedford Comm. Ctr.,601,Lafayette Avenue,Brooklyn,11216,center,0,no,yes,unknown,unknown,no,no,yes,Full-time/Part-time,0,yes,yes,yes,OST - Salvation Army Comm. Center,601 Lafayette Avenue,"Brooklyn, NY 11216"
POINT (-73.91916195311578 40.8274094231535),DYCD195,DYCD,OST,800-246-4646,Federation Employment & Guidance Services (FEGS),131624000,212-366-8401,09X505,"Bronx School for Law, Government & Justice",244,East 163rd Street,Bronx,10451,school,0,no,yes,unknown,unknown,no,no,yes,Part-time,0,no,no,no,OST - Federation Employment & Guidance Services,244 East 163rd Street,"Bronx, NY 10451"
POINT (-73.98726358526773 40.62152245568574),DYCD196,DYCD,OST,800-246-4646,Federation of Italian-American Organizations of Brooklyn,131624000,718-259-2829,20K048,Mapleton Elementary School,6015,18th Avenue,Brooklyn,11204,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Federation of Italian-American Organizations of Brooklyn,6015 18th Avenue,"Brooklyn, NY 11204"
