"","GEOID","Adjusted.Grade","New.","Other.Location.Code.in.LCGMS","School.Name","SED.Code","Location.Code","District","Latitude","Longitude","Address..Full.","City","Zip","Grades","Grade.Low","Grade.High","Community.School.","Economic.Need.Index","School.Income.Estimate","Percent.ELL","Percent.Asian","Percent.Black","Percent.Hispanic","Percent.Black...Hispanic","Percent.White","Student.Attendance.Rate","Percent.of.Students.Chronically.Absent","Rigorous.Instruction..","Rigorous.Instruction.Rating","Collaborative.Teachers..","Collaborative.Teachers.Rating","Supportive.Environment..","Supportive.Environment.Rating","Effective.School.Leadership..","Effective.School.Leadership.Rating","Strong.Family.Community.Ties..","Strong.Family.Community.Ties.Rating","Trust..","Trust.Rating","Student.Achievement.Rating","Average.ELA.Proficiency","Average.Math.Proficiency","NumOfLibraries","NumOfAfterSchoolProgs","NumOfLowIncomeUnits","SchoolGEOID","MedianHldIncome","IncomeToPovertyRatio","ChildPoverty","CountofSNAPHlds","HealthCoverage"
"634","36047091800","","","","P.S. 184 NEWPORT",3.32e+11,"23K184",23,40.660228,-73.904947,"273 NEWPORT ST BROOKLYN, NY 11212","BROOKLYN",11212,"PK,0K,01,02,03,04,05,06,07,08,SE","PK",8,"No","0.9","29709.42",0.04,0.01,0.71,0.27,0.98,0,"0.88","0.48","0.83","Approaching Target","0.8","Approaching Target","0.8","Approaching Target","0.72","Approaching Target","0.87","Meeting Target","0.86","Approaching Target","Approaching Target","2.17","2.21",3,49,62,"360470918001003",30326,738,676,1026,2747
"635","36047091800","","","","P.S. 041 FRANCIS WHITE",3.32e+11,"23K041",23,40.660182,-73.906873,"411 THATFORD AVE BROOKLYN, NY 11212","BROOKLYN",11212,"0K,01,02,03,04,05,06,07,08","0K",8,"No","0.9","29567.13",0.06,0.01,0.63,0.32,0.95,0.01,"0.89","0.42","0.87","Approaching Target","0.88","Meeting Target","0.79","Approaching Target","0.81","Meeting Target","0.77","Not Meeting Target","0.87","Approaching Target","Approaching Target","2.14","2.13",3,49,63,"360470918001005",30326,738,676,1026,2747
"636","36047092200","","","","KAPPA V (KNOWLEDGE AND POWER PREPARATORY ACADEMY)",3.32e+11,"23K518",23,40.655763,-73.906685,"985 ROCKAWAY AVE BROOKLYN, NY 11212","BROOKLYN",11212,"06,07,08","6",8,"No","0.7","N/A",0.01,0.01,0.9,0.08,0.97,0.01,"0.94","0.16","0.94","Meeting Target","0.83","Meeting Target","0.85","Meeting Target","0.83","Meeting Target","0.77","Meeting Target","0.89","Meeting Target","Meeting Target","2.51","2.32",2,43,48,"360470922001004",39934,643,595,1335,2909
"637","36047092200","","","","LEADERSHIP PREPARATORY BROWNSVILLE CHARTER SCHOOL",3.32e+11,"84K711",23,40.655763,-73.906685,"985 ROCKAWAY AVE-3RD FL BROOKLYN, NY 11212","BROOKLYN",11212,"0K,01,02,03,04,05,06,07,08","0K",8,"No","0.79","33307.62",0.01,0,0.84,0.14,0.98,0,"0.96","0.1","0.9","Meeting Target","0.88","Meeting Target","0.83","Meeting Target","0.83","Meeting Target","0.87","Meeting Target","0.89","Meeting Target","Meeting Target","2.62","3.25",2,43,48,"360470922001004",39934,643,595,1335,2909
"638","36047092200","","","","THE CULTURAL ARTS ACADEMY AT SPRING CREEK CHARTER SCHOOL",3.32e+11,"84K792",18,40.654135,-73.908199,"1400 LINDEN BLVD BROOKLYN, NY 11212","BROOKLYN",11212,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K",12,"No","0.45","52497.57",0,0.01,0.9,0.07,0.97,0.01,"0.96","0.06","0.86","Approaching Target","0.9","Meeting Target","0.87","Meeting Target","0.79","Meeting Target","0.9","Exceeding Target","0.96","Exceeding Target","Approaching Target","2.36","2.45",3,37,42,"360470922002003",39934,643,595,1335,2909
"639","36047092400","","","","P.S./I.S. 323",3.32e+11,"23K323",23,40.666247,-73.91127,"210 CHESTER ST BROOKLYN, NY 11212","BROOKLYN",11212,"PK,0K,01,02,03,04,05,06,07,08","PK",8,"No","0.86","27808.12",0.03,0.01,0.78,0.2,0.98,0,"0.9","0.38","0.96","Meeting Target","0.95","Meeting Target","0.88","Approaching Target","0.86","Meeting Target","0.86","Meeting Target","0.93","Exceeding Target","Approaching Target","2.32","2.25",3,62,79,"360470924002001",36500,761,781,1090,3222
"640","36047092400","","","","MOTT HALL BRIDGES ACADEMY",3.32e+11,"23K671",23,40.666247,-73.91127,"210 CHESTER ST BROOKLYN, NY 11212","BROOKLYN",11212,"06,07,08","6",8,"No","0.8","N/A",0.01,0,0.81,0.16,0.98,0.01,"0.92","0.31","0.96","Meeting Target","0.99","Exceeding Target","0.92","Exceeding Target","0.97","Exceeding Target","0.86","Exceeding Target","0.96","Exceeding Target","Meeting Target","2.26","2.35",3,62,79,"360470924002001",36500,761,781,1090,3222
"641","36047092400","","","","P.S. 327 DR. ROSE B. ENGLISH",3.32e+11,"23K327",23,40.66798,-73.912085,"111 BRISTOL ST BROOKLYN, NY 11212","BROOKLYN",11212,"PK,0K,01,02,03,04,05,06,07,08","PK",8,"No","0.85","32208.89",0.09,0.02,0.71,0.25,0.96,0.02,"0.88","0.47","0.9","Approaching Target","0.82","Meeting Target","0.77","Approaching Target","0.65","Not Meeting Target","0.73","Not Meeting Target","0.76","Not Meeting Target","Approaching Target","2.17","1.98",3,67,80,"360470924001004",36500,761,781,1090,3222
"642","36047092400","","","","TEACHERS PREPARATORY HIGH SCHOOL",3.32e+11,"23K697",23,40.66553,-73.912061,"226 BRISTOL ST BROOKLYN, NY 11212","BROOKLYN",11212,"06,07,08,09,10,11,12","6",12,"No","0.71","N/A",0.02,0.01,0.8,0.17,0.97,0.01,"0.9","0.33","0.84","Approaching Target","0.82","Meeting Target","0.76","Approaching Target","0.76","Approaching Target","0.73","Approaching Target","0.81","Approaching Target","Meeting Target","2.44","2.39",3,60,78,"360470924002002",36500,761,781,1090,3222
"643","36047093000","","","","P.S. 233 LANGSTON HUGHES",3.32e+11,"18K233",18,40.651408,-73.914021,"9301 AVE B BROOKLYN, NY 11236","BROOKLYN",11236,"PK,0K,01,02,03,04,05","PK",5,"No","0.63","48175.62",0.03,0.01,0.93,0.05,0.98,0.01,"0.93","0.25","0.89","Meeting Target","0.92","Meeting Target","0.89","Meeting Target","0.84","Meeting Target","0.82","Approaching Target","0.95","Meeting Target","Meeting Target","2.43","2.41",3,24,20,"360470930001000",58914,706,441,997,2736
"644","36047093600","","","","I.S. 285 MEYER LEVIN",3.32e+11,"18K285",18,40.647443,-73.920775,"5909 BEVERLY RD BROOKLYN, NY 11203","BROOKLYN",11203,"06,07,08","6",8,"No","0.61","N/A",0.01,0,0.94,0.05,0.99,0.01,"0.92","0.26","0.89","Meeting Target","0.84","Meeting Target","0.8","Approaching Target","0.82","Meeting Target","0.73","Approaching Target","0.81","Approaching Target","Meeting Target","2.48","2.3",2,19,13,"360470936002001",72813,450,407,644,1863
"645","36047093600","","x","","NEW AMERICAN ACADEMY CHARTER SCHOOL",3.32e+11,"84K736",18,40.648057,-73.922234,"5800 TILDEN AVE BROOKLYN, NY 11203","BROOKLYN",11203,"0K,01,02,03,04,05","0K",5,"No","N/A","51874.13",0.01,0,0.94,0.06,1,0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",2,18,12,"360470936002002",72813,450,407,644,1863
"646","36047094600","","","","NEW HOPE ACADEMY CHARTER SCHOOL",3.32e+11,"84K797",18,40.643727,-73.922256,"475 E 57TH ST-3RD FL BROOKLYN, NY 11203","BROOKLYN",11203,"0K,01,02,03,04,05","0K",5,"No","0.56","53258.58",0,0,0.97,0.02,0.98,0.01,"1","0.01","0.91","Meeting Target","0.89","Meeting Target","0.92","Exceeding Target","0.87","Meeting Target","0.91","Exceeding Target","0.95","Exceeding Target","Approaching Target","2.47","2.63",3,15,2,"360470946003001",58026,478,325,674,1799
"647","36047094600","","","","BROOKLYN SCIENCE AND ENGINEERING ACADEMY",3.32e+11,"18K763",18,40.647918,-73.925602,"5404 TILDEN AVE BROOKLYN, NY 11203","BROOKLYN",11203,"06,07,08","6",8,"No","0.54","N/A",0.03,0,0.95,0.03,0.97,0.01,"0.95","0.1","0.98","N/A","1","N/A","0.95","N/A","0.98","N/A","0.81","N/A","0.97","N/A","N/A","2.39","2.27",2,14,10,"360470946001003",58026,478,325,674,1799
"648","36047094600","","","","P.S. 244 RICHARD R. GREEN",3.32e+11,"18K244",18,40.647918,-73.925602,"5404 TILDEN AVE BROOKLYN, NY 11203","BROOKLYN",11203,"PK,0K,01,02,03,04,05","PK",5,"No","0.66","48391.98",0.02,0,0.96,0.02,0.98,0.01,"0.92","0.27","0.94","Meeting Target","0.88","Meeting Target","0.91","Meeting Target","0.71","Approaching Target","0.82","Approaching Target","0.84","Approaching Target","Meeting Target","2.33","2.6",2,14,10,"360470946001003",58026,478,325,674,1799
"649","36047095600","","","","I.S. 068 ISAAC BILDERSEE",3.32e+11,"18K068",18,40.63522,-73.910912,"956 E 82ND ST BROOKLYN, NY 11236","BROOKLYN",11236,"06,07,08","6",8,"No","0.59","N/A",0.15,0.01,0.9,0.05,0.95,0.03,"0.92","0.25","0.81","Approaching Target","0.88","Meeting Target","0.77","Approaching Target","0.75","Approaching Target","0.77","Approaching Target","0.88","Meeting Target","Meeting Target","2.22","2.14",2,16,1,"360470956001000",63456,1041,1098,1332,4709
"650","36047096400","","","","EXPLORE EXCEL CHARTER SCHOOL",3.32e+11,"84K379",18,40.642544,-73.90803,"1077 REMSEN AVE BROOKLYN, NY 11236","BROOKLYN",11236,"0K,01,02,03,04,05,06,07,08","0K",8,"No","0.54","57512.74",0.04,0.01,0.9,0.05,0.96,0,"0.96","0.1","0.83","Approaching Target","0.81","Approaching Target","0.78","Approaching Target","0.79","Meeting Target","0.84","Meeting Target","0.87","Meeting Target","Approaching Target","2.28","2.5",3,20,2,"360470964001005",58542,515,385,696,1859
"651","36047096400","","","","P.S. 114 RYDER ELEMENTARY",3.32e+11,"18K114",18,40.642544,-73.90803,"1077 REMSEN AVE BROOKLYN, NY 11236","BROOKLYN",11236,"PK,0K,01,02,03,04,05","PK",5,"No","0.7","57130.2",0.12,0.02,0.81,0.1,0.91,0.06,"0.92","0.28","0.93","Approaching Target","0.88","Meeting Target","0.93","Meeting Target","0.91","Exceeding Target","0.9","Exceeding Target","0.92","Meeting Target","Meeting Target","2.28","2.36",3,20,2,"360470964001005",58542,515,385,696,1859
"652","36047097000","","","","P.S. 66",3.32e+11,"18K066",18,40.648646,-73.906851,"845 E 96TH ST BROOKLYN, NY 11236","BROOKLYN",11236,"PK,0K,01,02,03,04,05,06,07,08","PK",8,"No","0.53","56939.68",0.02,0.01,0.88,0.07,0.95,0.03,"0.95","0.12","0.81","Approaching Target","0.78","Approaching Target","0.84","Meeting Target","0.77","Meeting Target","0.84","Meeting Target","0.87","Meeting Target","Meeting Target","2.5","2.69",2,25,22,"360470970001000",76094,577,521,747,2507
"653","36047097400","","x","","CANARSIE ASCEND CHARTER SCHOOL",3.32e+11,"84K759",18,40.644209,-73.900824,"9719 FLATLANDS AVE BROOKLYN, NY 11236","BROOKLYN",11236,"0K,01,02,03,04,05","0K",5,"No","N/A","53389.56",0,0,0.91,0.06,0.97,0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",2,19,3,"360470974002008",60417,591,642,720,2748
"654","36047098200","","","","THE FRESH CREEK SCHOOL",3.32e+11,"19K325",19,40.65401,-73.894627,"875 WILLIAMS RD BROOKLYN, NY 11207","BROOKLYN",11207,"PK,0K,01,02,03,04,05","PK",5,"No","0.85","28849.37",0.03,0.01,0.74,0.23,0.97,0.01,"0.92","0.36","0.83","Approaching Target","0.83","Approaching Target","0.92","Meeting Target","0.78","Approaching Target","0.82","Approaching Target","0.84","Approaching Target","Approaching Target","2.04","2.12",4,40,50,"360470982002000",23279,1133,1373,1676,4241
"655","36047098400","","","","THE SCIENCE AND MEDICINE MIDDLE SCHOOL",3.32e+11,"18K366",18,40.647417,-73.891766,"965 E 107TH ST BROOKLYN, NY 11236","BROOKLYN",11236,"06,07,08","6",8,"No","0.53","N/A",0.02,0.01,0.92,0.07,0.99,0.01,"0.95","0.13","0.85","Approaching Target","0.81","Meeting Target","0.78","Meeting Target","0.77","Approaching Target","0.81","Meeting Target","0.84","Approaching Target","Approaching Target","2.47","2.37",3,27,15,"360470984001000",67961,504,533,650,2143
"656","36047098600","","","","LEADERSHIP PREP CANARSIE CHARTER SCHOOL (LEADERSHIP PREP CS 4)",3.32e+11,"84K724",18,40.644044,-73.892737,"1070 E 104TH ST BROOKLYN, NY 11236","BROOKLYN",11236,"0K,01,02,03,04,05","0K",5,"No","0.56","N/A",0.01,0.01,0.9,0.06,0.96,0.01,"0.96","0.1","0.96","Exceeding Target","0.98","Exceeding Target","0.93","Exceeding Target","0.96","Exceeding Target","0.89","Exceeding Target","0.96","Exceeding Target","Exceeding Target","2.49","2.88",3,24,1,"360470986002001",66845,840,517,1015,3107
"657","36047098600","","","","P.S. 279 HERMAN SCHREIBER",3.32e+11,"18K279",18,40.644044,-73.892737,"1070 E 104TH ST BROOKLYN, NY 11236","BROOKLYN",11236,"PK,0K,01,02,03,04,05","PK",5,"No","0.57","62810.21",0.02,0,0.93,0.04,0.97,0.01,"0.94","0.18","0.88","Meeting Target","0.85","Meeting Target","0.87","Meeting Target","0.79","Meeting Target","0.89","Meeting Target","0.91","Meeting Target","Meeting Target","2.46","2.49",3,24,1,"360470986002001",66845,840,517,1015,3107
"658","36047098800","","","","I.S. 211 JOHN WILSON",3.32e+11,"18K211",18,40.643163,-73.895658,"1001 E 100TH ST BROOKLYN, NY 11236","BROOKLYN",11236,"06,07,08","6",8,"No","0.6","N/A",0.04,0.01,0.87,0.11,0.98,0.01,"0.93","0.21","0.87","Meeting Target","0.79","Approaching Target","0.78","Approaching Target","0.76","Approaching Target","0.74","Approaching Target","0.81","Approaching Target","Meeting Target","2.47","2.37",3,26,1,"360470988002000",65921,721,786,1030,3169
"659","36047099600","","","","P.S. 276 LOUIS MARSHALL",3.32e+11,"18K276",18,40.633955,-73.908254,"1070 E 83RD ST BROOKLYN, NY 11236","BROOKLYN",11236,"PK,0K,01,02,03,04,05","PK",5,"No","0.6","65964.03",0.08,0.01,0.91,0.05,0.96,0.01,"0.93","0.22","0.85","Approaching Target","0.8","Approaching Target","0.88","Meeting Target","0.72","Approaching Target","0.84","Approaching Target","0.86","Approaching Target","Approaching Target","2.27","2.4",2,15,1,"360470996001002",69444,962,878,1196,4225
"660","36047100800","","","","P.S. 115 DANIEL MUCATEL SCHOOL",3.32e+11,"18K115",18,40.634851,-73.897895,"1500 E 92ND ST BROOKLYN, NY 11236","BROOKLYN",11236,"PK,0K,01,02,03,04,05","PK",5,"No","0.55","59768.44",0.03,0.03,0.85,0.08,0.92,0.03,"0.94","0.18","0.93","Meeting Target","0.93","Meeting Target","0.92","Meeting Target","0.89","Exceeding Target","0.86","Meeting Target","0.94","Meeting Target","Approaching Target","2.49","2.6",2,13,1,"360471008001001",62794,550,512,692,2218
"661","36047102800","","","","P.S. 272 CURTIS ESTABROOK",3.32e+11,"18K272",18,40.626334,-73.900586,"101-24 SEAVIEW AVE BROOKLYN, NY 11236","BROOKLYN",11236,"PK,0K,01,02,03,04,05","PK",5,"Yes","0.8","38950.84",0.03,0.03,0.76,0.15,0.91,0.03,"0.9","0.42","0.84","Approaching Target","0.8","Approaching Target","0.87","Approaching Target","0.72","Approaching Target","0.81","Approaching Target","0.83","Approaching Target","Approaching Target","2.16","2.26",2,13,0,"360471028001000",73000,434,387,510,1767
"662","36047105804","","","","I.S. 364 GATEWAY",3.32e+11,"19K364",19,40.646471,-73.881132,"1426 FREEPORT LOOP BROOKLYN, NY 11239","BROOKLYN",11239,"06,07,08","6",8,"No","0.67","N/A",0.02,0.02,0.69,0.26,0.94,0.03,"0.92","0.3","0.81","Meeting Target","0.85","Meeting Target","0.82","Approaching Target","0.8","Meeting Target","0.77","Approaching Target","0.87","Approaching Target","Meeting Target","2.49","2.3",2,22,20,"360471058044001",28663,1720,1232,3052,6457
"663","36047105804","","","","P.S. 346 ABE STARK",3.32e+11,"19K346",19,40.646745,-73.881849,"1400 PENNSYLVANIA AVE BROOKLYN, NY 11239","BROOKLYN",11239,"PK,0K,01,02,03,04,05","PK",5,"No","0.68","30973.01",0.01,0.06,0.61,0.24,0.85,0.06,"0.93","0.23","0.92","Approaching Target","0.93","Meeting Target","0.93","Meeting Target","0.85","Meeting Target","0.85","Meeting Target","0.93","Meeting Target","Meeting Target","2.45","2.54",3,24,20,"360471058044000",28663,1720,1232,3052,6457
"664","36047105804","","","","FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL",3.32e+11,"19K452",19,40.646745,-73.881849,"1400 PENNSYLVANIA AVE BROOKLYN, NY 11239","BROOKLYN",11239,"06,07,08","6",8,"No","0.64","N/A",0.02,0.05,0.72,0.23,0.95,0,"0.95","0.14","0.89","Exceeding Target","0.95","Meeting Target","0.85","Meeting Target","0.91","Exceeding Target","0.84","Meeting Target","0.96","Exceeding Target","Approaching Target","2.72","2.63",3,24,20,"360471058044000",28663,1720,1232,3052,6457
"665","36047107000","","","","SPRING CREEK COMMUNITY SCHOOL",3.32e+11,"19K422",19,40.6573,-73.874138,"1065 ELTON ST BROOKLYN, NY 11208","BROOKLYN",11208,"06,07,08,09,10,11,12","6",12,"Yes","0.78","N/A",0.03,0.01,0.72,0.24,0.96,0.01,"0.91","0.31","0.88","Meeting Target","0.96","Exceeding Target","0.85","Meeting Target","0.94","Meeting Target","0.77","Meeting Target","0.93","Meeting Target","Approaching Target","2.27","2.1",2,22,35,"360471070001000",80663,420,290,571,1348
"666","36047107000","","","","ACADEMY FOR YOUNG WRITERS",3.32e+11,"19K404",19,40.6573,-73.874138,"1065 ELTON ST BROOKLYN, NY 11208","BROOKLYN",11208,"06,07,08,09,10,11,12","6",12,"Yes","0.71","N/A",0.01,0.01,0.72,0.24,0.97,0.01,"0.9","0.39","0.71","Meeting Target","0.85","Exceeding Target","0.78","Meeting Target","0.87","Meeting Target","0.75","Approaching Target","0.92","Meeting Target","Approaching Target","2.16","1.98",2,22,35,"360471070001000",80663,420,290,571,1348
"667","36047107800","","","","P.S. 273 WORTMAN",3.32e+11,"19K273",19,40.657867,-73.879289,"923 JEROME ST BROOKLYN, NY 11207","BROOKLYN",11207,"0K,01,02,03,04,05","0K",5,"No","0.81","33786.12",0.02,0.01,0.75,0.23,0.97,0.01,"0.91","0.36","0.96","Meeting Target","0.94","Meeting Target","0.92","Meeting Target","0.85","Meeting Target","0.88","Meeting Target","0.94","Exceeding Target","Meeting Target","2.36","2.33",2,24,65,"360471078001011",63563,1067,483,1848,4276
"668","36047110400","","","","P.S. 306 ETHAN ALLEN",3.32e+11,"19K306",19,40.655261,-73.886334,"970 VERMONT ST BROOKLYN, NY 11207","BROOKLYN",11207,"PK,0K,01,02,03,04,05,06,07,08","PK",8,"Yes","0.88","30491.71",0.03,0.01,0.74,0.23,0.98,0.01,"0.86","0.57","0.85","Approaching Target","0.68","Not Meeting Target","0.78","Approaching Target","0.5","Not Meeting Target","0.81","Approaching Target","0.75","Not Meeting Target","Approaching Target","2.12","2.04",2,28,60,"360471104001018",45278,1033,1194,1658,4906
"669","36047110400","","","","EAST NEW YORK FAMILY ACADEMY",3.32e+11,"19K409",19,40.661208,-73.886779,"2057 LINDEN BLVD BROOKLYN, NY 11207","BROOKLYN",11207,"06,07,08,09,10,11,12","6",12,"No","0.72","N/A",0.03,0.02,0.65,0.3,0.95,0.01,"0.95","0.08","0.87","Meeting Target","0.85","Meeting Target","0.8","Meeting Target","0.84","Meeting Target","0.71","Approaching Target","0.9","Meeting Target","Meeting Target","2.61","2.74",2,30,108,"360471104003000",45278,1033,1194,1658,4906
"670","36047110400","","","","VAN SICLEN COMMUNITY MIDDLE SCHOOL",3.32e+11,"19K654",19,40.659637,-73.885597,"800 VAN SICLEN AVE BROOKLYN, NY 11207","BROOKLYN",11207,"06,07,08","6",8,"No","0.78","N/A",0.14,0.02,0.68,0.28,0.96,0.02,"0.9","0.33","0.86","Meeting Target","0.96","Meeting Target","0.83","Meeting Target","0.93","Exceeding Target","0.8","Meeting Target","0.95","Exceeding Target","Approaching Target","1.96","1.95",2,33,99,"360471104003004",45278,1033,1194,1658,4906
"671","36047110400","","","","IMAGINE ME LEADERSHIP CHARTER SCHOOL",3.32e+11,"84K785",19,40.660065,-73.883496,"818 SCHENCK AVE BROOKLYN, NY 11207","BROOKLYN",11207,"0K,01,02,03,04,05","0K",5,"No","0.68","38872.33",0,0,0.87,0.11,0.98,0.01,"0.94","0.18","0.93","Exceeding Target","0.98","Exceeding Target","0.93","Exceeding Target","0.9","Exceeding Target","0.91","Exceeding Target","0.97","Exceeding Target","Meeting Target","2.4","2.8",2,31,101,"360471104004007",45278,1033,1194,1658,4906
"672","36047110400","","","","P.S. 213 NEW LOTS",3.32e+11,"19K213",19,40.660048,-73.890219,"580 HEGEMAN AVE BROOKLYN, NY 11207","BROOKLYN",11207,"PK,0K,01,02,03,04,05","PK",5,"No","0.83","33621.06",0.08,0.01,0.76,0.21,0.96,0.03,"0.9","0.41","0.88","Approaching Target","0.72","Approaching Target","0.85","Approaching Target","0.59","Not Meeting Target","0.79","Not Meeting Target","0.75","Not Meeting Target","Meeting Target","2.11","2.18",3,37,100,"360471104002000",45278,1033,1194,1658,4906
"673","36047111600","","","","P.S. 202 ERNEST S. JENKYNS",3.32e+11,"19K202",19,40.666256,-73.876405,"982 HEGEMAN AVE BROOKLYN, NY 11208","BROOKLYN",11208,"0K,01,02,03,04,05","0K",5,"No","0.87","30071.23",0.1,0.01,0.61,0.35,0.96,0.02,"0.89","0.48","0.86","Approaching Target","0.71","Approaching Target","0.78","Approaching Target","0.61","Not Meeting Target","0.77","Not Meeting Target","0.76","Not Meeting Target","Approaching Target","2.18","2.22",2,26,90,"360471116001004",37917,732,1312,1025,3692
"674","36047111600","","x","","ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL",3.32e+11,"84K680",19,40.666256,-73.876405,"982 HEGEMAN AVE BROOKLYN, NY 11208","BROOKLYN",11208,"0K,01,02,03,04,05","0K",5,"No","N/A","35778.71",0.03,0.01,0.75,0.23,0.97,0,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",2,26,90,"360471116001004",37917,732,1312,1025,3692
"675","36047111800","","","","INVICTUS PREPARATORY CHARTER SCHOOL",3.32e+11,"84K386",19,40.670064,-73.874556,"370 FOUNTAIN AVE-3RD FL BROOKLYN, NY 11208","BROOKLYN",11208,"06,07,08","6",8,"No","0.7","N/A",0.03,0.02,0.76,0.19,0.96,0,"0.95","0.14","0.78","Approaching Target","0.71","Approaching Target","0.8","Meeting Target","0.65","Not Meeting Target","0.79","Approaching Target","0.79","Approaching Target","Approaching Target","2.3","2.44",3,25,71,"360471118001000",35313,661,757,1045,3063
"676","36047111800","","","","J.H.S. 218 JAMES P. SINNOTT",3.32e+11,"19K218",19,40.670064,-73.874556,"370 FOUNTAIN AVE BROOKLYN, NY 11208","BROOKLYN",11208,"06,07,08","6",8,"No","0.86","N/A",0.22,0.2,0.36,0.43,0.79,0.01,"0.89","0.41","0.87","Approaching Target","0.85","Approaching Target","0.82","Approaching Target","0.8","Meeting Target","0.79","Meeting Target","0.89","Meeting Target","Meeting Target","2.16","2.14",3,25,71,"360471118001000",35313,661,757,1045,3063
"677","36047112600","","","","ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL",3.32e+11,"84K358",19,40.663784,-73.893259,"557 PENNSYLVANIA AVE BROOKLYN, NY 11207","BROOKLYN",11207,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K",12,"No","0.69","35515.31",0.01,0,0.82,0.16,0.98,0,"0.98","0.02","0.91","Meeting Target","0.91","Meeting Target","0.86","Exceeding Target","0.84","Meeting Target","0.89","Meeting Target","0.89","Meeting Target","Meeting Target","2.69","2.95",4,48,91,"360471126002002",41097,922,962,1305,3576
