Adjusted Grade,New?,Other Location Code in LCGMS,School Name,SED Code,Location Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency
,,,P.S. 327 DR. ROSE B. ENGLISH,3.32E+11,23K327,23,40.66798,-73.912085,"111 BRISTOL ST BROOKLYN, NY 11212",BROOKLYN,11212,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.85,32208.89,0.09,0.02,0.71,0.25,0.96,0.02,0.88,0.47,0.9,Approaching Target,0.82,Meeting Target,0.77,Approaching Target,0.65,Not Meeting Target,0.73,Not Meeting Target,0.76,Not Meeting Target,Approaching Target,2.17,1.98
,,,BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL,3.32E+11,23K363,23,40.671012,-73.90774,"85 WATKINS ST BROOKLYN, NY 11212",BROOKLYN,11212,"06,07,08",6,8,No,0.93,N/A,0.14,0,0.63,0.33,0.96,0.02,0.87,0.42,0.79,Approaching Target,0.8,Meeting Target,0.85,Approaching Target,0.76,Approaching Target,0.8,Meeting Target,0.89,Meeting Target,Approaching Target,2.07,1.98
,,,I.S. 392,3.32E+11,23K392,23,40.665297,-73.917884,"104 SUTTER AVE BROOKLYN, NY 11212",BROOKLYN,11212,"05,06,07,08",5,8,No,0.59,N/A,0,0.05,0.77,0.15,0.91,0.01,0.96,0.12,0.97,Meeting Target,0.98,Exceeding Target,0.85,Meeting Target,0.94,Exceeding Target,0.76,Approaching Target,0.94,Meeting Target,Meeting Target,3.05,2.94
,,,CHRISTOPHER AVENUE COMMUNITY SCHOOL,3.32E+11,23K401,23,40.672333,-73.906225,"51 CHRISTOPHER AVE BROOKLYN, NY 11212",BROOKLYN,11212,"PK,0K,01,02,03,04,05",PK,5,No,0.94,23794.1,0.03,0,0.69,0.29,0.97,0.01,0.88,0.52,0.92,Meeting Target,0.82,Meeting Target,0.91,Approaching Target,0.68,Approaching Target,0.86,Meeting Target,0.88,Meeting Target,Meeting Target,2.13,2.19
,,,RIVERDALE AVENUE COMMUNITY SCHOOL,3.32E+11,23K446,23,40.65997,-73.913616,"76 RIVERDALE AVE BROOKLYN, NY 11212",BROOKLYN,11212,"PK,0K,01,02,03,04,05",PK,5,No,0.84,36582.64,0.02,0.02,0.81,0.14,0.95,0.01,0.92,0.34,0.92,Approaching Target,0.93,Meeting Target,0.88,Meeting Target,0.87,Meeting Target,0.84,Approaching Target,0.92,Meeting Target,N/A,2.52,2.58
,,,KAPPA V (KNOWLEDGE AND POWER PREPARATORY ACADEMY),3.32E+11,23K518,23,40.655763,-73.906685,"985 ROCKAWAY AVE BROOKLYN, NY 11212",BROOKLYN,11212,"06,07,08",6,8,No,0.7,N/A,0.01,0.01,0.9,0.08,0.97,0.01,0.94,0.16,0.94,Meeting Target,0.83,Meeting Target,0.85,Meeting Target,0.83,Meeting Target,0.77,Meeting Target,0.89,Meeting Target,Meeting Target,2.51,2.32
,,,MOTT HALL IV,3.32E+11,23K522,23,40.678113,-73.915211,"1137 HERKIMER ST BROOKLYN, NY 11233",BROOKLYN,11233,"06,07,08",6,8,No,0.77,N/A,0.02,0.02,0.87,0.12,0.98,0,0.89,0.44,0.98,Meeting Target,0.99,Exceeding Target,0.87,Approaching Target,0.97,Exceeding Target,0.87,Exceeding Target,0.95,Exceeding Target,Approaching Target,2.3,2.08
,,,BROOKLYN LANDMARK ELEMENTARY SCHOOL,3.32E+11,23K599,23,40.680262,-73.91115,"251 MCDOUGAL ST BROOKLYN, NY 11233",BROOKLYN,11233,"PK,0K,01,02,03,04,05",PK,5,No,0.9,37260.8,0.05,0.02,0.74,0.22,0.96,0.02,0.92,0.28,0.99,N/A,1,N/A,0.99,N/A,0.96,N/A,0.92,N/A,0.99,N/A,N/A,N/A,N/A
,,,EAGLE ACADEMY FOR YOUNG MEN II,3.32E+11,23K644,23,40.678113,-73.915211,"1137 HERKIMER ST BROOKLYN, NY 11233",BROOKLYN,11233,"06,07,08,09,10,11,12",6,12,No,0.69,N/A,0.01,0.01,0.9,0.08,0.97,0.01,0.92,0.23,0.87,Meeting Target,0.87,Meeting Target,0.85,Exceeding Target,0.86,Meeting Target,0.82,Meeting Target,0.93,Exceeding Target,Approaching Target,2.27,2.3
,,,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),3.32E+11,23K664,23,40.680262,-73.91115,"251 MCDOUGAL ST BROOKLYN, NY 11233",BROOKLYN,11233,"06,07,08",6,8,No,0.84,N/A,0.06,0.01,0.78,0.19,0.97,0.02,0.92,0.31,0.95,Meeting Target,0.98,Exceeding Target,0.91,Meeting Target,0.96,Exceeding Target,0.86,Exceeding Target,0.97,Exceeding Target,Approaching Target,2.09,1.96
,,,RIVERDALE AVENUE MIDDLE SCHOOL,3.32E+11,23K668,23,40.65997,-73.913616,"76 RIVERDALE AVE BROOKLYN, NY 11212",BROOKLYN,11212,"06,07,08",6,8,No,0.8,N/A,0.06,0.01,0.87,0.11,0.98,0,0.92,0.27,0.97,Exceeding Target,0.91,Meeting Target,0.92,Exceeding Target,0.92,Exceeding Target,0.85,Meeting Target,0.93,Exceeding Target,Meeting Target,2.18,2.25
,,,MOTT HALL BRIDGES ACADEMY,3.32E+11,23K671,23,40.666247,-73.91127,"210 CHESTER ST BROOKLYN, NY 11212",BROOKLYN,11212,"06,07,08",6,8,No,0.8,N/A,0.01,0,0.81,0.16,0.98,0.01,0.92,0.31,0.96,Meeting Target,0.99,Exceeding Target,0.92,Exceeding Target,0.97,Exceeding Target,0.86,Exceeding Target,0.96,Exceeding Target,Meeting Target,2.26,2.35
,,,TEACHERS PREPARATORY HIGH SCHOOL,3.32E+11,23K697,23,40.66553,-73.912061,"226 BRISTOL ST BROOKLYN, NY 11212",BROOKLYN,11212,"06,07,08,09,10,11,12",6,12,No,0.71,N/A,0.02,0.01,0.8,0.17,0.97,0.01,0.9,0.33,0.84,Approaching Target,0.82,Meeting Target,0.76,Approaching Target,0.76,Approaching Target,0.73,Approaching Target,0.81,Approaching Target,Meeting Target,2.44,2.39
,,,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,3.42E+11,24Q005,24,40.737757,-73.887429,"50-40 JACOBUS ST ELMHURST, NY 11373",ELMHURST,11373,"06,07,08",6,8,No,0.64,N/A,0.16,0.44,0.02,0.52,0.54,0.02,0.96,0.1,0.82,Approaching Target,0.82,Meeting Target,0.83,Meeting Target,0.76,Approaching Target,0.68,Not Meeting Target,0.9,Meeting Target,Exceeding Target,2.84,2.99
,,,P.S. 007 LOUIS F. SIMEONE,3.42E+11,24Q007,24,40.739749,-73.882575,"80-55 CORNISH AVE ELMHURST, NY 11373",ELMHURST,11373,"0K,01,02,03",0K,3,No,0.62,46867.48,0.58,0.62,0,0.35,0.35,0.02,0.96,0.07,0.9,N/A,0.81,N/A,0.92,N/A,0.77,N/A,0.77,N/A,0.9,N/A,N/A,N/A,N/A
,,,P.S. 012 JAMES B. COLGATE,3.42E+11,24Q012,24,40.742305,-73.89349,"42-00 72ND ST WOODSIDE, NY 11377",WOODSIDE,11377,"0K,01,02,03,04,05",0K,5,No,0.61,50465.67,0.28,0.56,0,0.39,0.4,0.03,0.97,0.07,0.92,Exceeding Target,0.93,Exceeding Target,0.96,Exceeding Target,0.85,Meeting Target,0.82,Approaching Target,0.96,Exceeding Target,Meeting Target,2.83,3.24
,,,P.S. 013 CLEMENT C. MOORE,3.42E+11,24Q013,24,40.73728,-73.867964,"55-01 94TH ST ELMHURST, NY 11373",ELMHURST,11373,"0K,01,02,03,04,05",0K,5,No,0.67,52556.15,0.31,0.31,0.1,0.56,0.66,0.02,0.96,0.1,0.91,Approaching Target,0.91,Meeting Target,0.96,Meeting Target,0.81,Meeting Target,0.77,Approaching Target,0.94,Meeting Target,Meeting Target,2.63,2.89
,,,P.S. 014 FAIRVIEW,3.42E+11,24Q014,24,40.740917,-73.854302,"107-01 OTIS AVE CORONA, NY 11368",CORONA,11368,"0K,01,02,03,04,05",0K,5,No,0.75,40424.44,0.27,0.08,0.03,0.86,0.9,0.02,0.95,0.12,0.93,Meeting Target,0.91,Exceeding Target,0.91,Exceeding Target,0.81,Meeting Target,0.78,Approaching Target,0.94,Meeting Target,Approaching Target,2.33,2.51
,,,P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,3.42E+11,24Q016,24,40.749035,-73.861247,"41-15 104TH ST CORONA, NY 11368",CORONA,11368,0K,0K,5,No,0.77,47541.89,0.42,0.08,0,0.9,0.91,0.01,0.96,0.09,0.92,Meeting Target,0.91,Meeting Target,0.94,Meeting Target,0.86,Meeting Target,0.86,Meeting Target,0.91,Meeting Target,Meeting Target,2.47,2.79
,,,P.S. 019 MARINO JEANTET,3.42E+11,24Q019,24,40.749371,-73.86745,"98-02 ROOSEVELT AVE CORONA, NY 11368",CORONA,11368,"0K,01,02,03,04,05",0K,5,No,0.82,43138.81,0.58,0.07,0.01,0.92,0.92,0,0.96,0.09,0.8,Approaching Target,0.86,Exceeding Target,0.92,Exceeding Target,0.77,Meeting Target,0.81,Approaching Target,0.92,Meeting Target,Exceeding Target,2.47,2.69
,,,P.S. 049 DOROTHY BONAWIT KOLE,3.42E+11,24Q049,24,40.719517,-73.875034,"63-60 80TH ST MIDDLE VILLAGE, NY 11379",MIDDLE VILLAGE,11379,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.35,67367.55,0.07,0.16,0,0.25,0.26,0.57,0.96,0.09,0.92,Meeting Target,0.93,Exceeding Target,0.88,Meeting Target,0.86,Meeting Target,0.81,Approaching Target,0.94,Exceeding Target,Meeting Target,2.97,3.09
,,,P.S. 58 - THE SCHOOL OF HEROES,3.42E+11,24Q058,24,40.72851,-73.890603,"72-24 GRAND AVE MASPETH, NY 11378",MASPETH,11378,"PK,0K,01,02,03,04,05,06",PK,6,No,0.45,56598.6,0.14,0.38,0.02,0.38,0.4,0.21,0.95,0.13,0.86,Approaching Target,0.72,Approaching Target,0.91,Meeting Target,0.57,Not Meeting Target,0.79,Approaching Target,0.76,Approaching Target,Exceeding Target,2.92,3.04
,,,I.S. 061 LEONARDO DA VINCI,3.42E+11,24Q061,24,40.742087,-73.862808,"98-50 50TH AVE CORONA, NY 11368",CORONA,11368,"06,07,08",6,8,No,0.75,N/A,0.28,0.06,0.03,0.89,0.92,0.01,0.95,0.14,0.85,Exceeding Target,0.85,Meeting Target,0.87,Meeting Target,0.78,Approaching Target,0.74,Approaching Target,0.9,Meeting Target,Meeting Target,2.37,2.43
,,,P.S. 068 CAMBRIDGE,3.42E+11,24Q068,24,40.696839,-73.897308,"59-09 ST FELIX AVE RIDGEWOOD, NY 11385",RIDGEWOOD,11385,"PK,0K,01,02,03,04,05",PK,5,No,0.7,51952.8,0.2,0.04,0.03,0.83,0.86,0.09,0.94,0.2,0.86,Approaching Target,0.84,Meeting Target,0.91,Meeting Target,0.75,Approaching Target,0.78,Approaching Target,0.89,Meeting Target,Meeting Target,2.43,2.59
,,,P.S. 071 FOREST,3.42E+11,24Q071,24,40.7114,-73.904763,"62-85 FOREST AVE RIDGEWOOD, NY 11385",RIDGEWOOD,11385,"0K,01,02,03,04,05",0K,5,No,0.66,50845.89,0.15,0.03,0.01,0.58,0.59,0.37,0.93,0.22,0.93,Exceeding Target,0.91,Exceeding Target,0.95,Meeting Target,0.84,Meeting Target,0.84,Meeting Target,0.95,Exceeding Target,Meeting Target,2.56,2.94
,,,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,3.42E+11,24Q073,24,40.728596,-73.893296,"70-02 54TH AVE MASPETH, NY 11378",MASPETH,11378,"06,07,08",6,8,No,0.57,N/A,0.15,0.27,0.01,0.59,0.6,0.13,0.95,0.12,0.85,Exceeding Target,0.86,Exceeding Target,0.79,Approaching Target,0.79,Meeting Target,0.71,Approaching Target,0.91,Meeting Target,Exceeding Target,2.7,2.94
,,,I.S. 077,3.42E+11,24Q077,24,40.699269,-73.901988,"976 SENECA AVE RIDGEWOOD, NY 11385",RIDGEWOOD,11385,"06,07,08",6,8,No,0.69,N/A,0.22,0.1,0.03,0.76,0.79,0.11,0.93,0.22,0.81,Meeting Target,0.9,Exceeding Target,0.82,Meeting Target,0.81,Meeting Target,0.69,Not Meeting Target,0.91,Meeting Target,Meeting Target,2.32,2.36
,,,P.S. 81Q JEAN PAUL RICHTER,3.42E+11,24Q081,24,40.703852,-73.911939,"559 CYPRESS AVE GLENDALE, NY 11385",GLENDALE,11385,"0K,01,02,03,04,05",0K,5,No,0.83,49318.07,0.22,0.06,0.01,0.87,0.89,0.05,0.96,0.09,0.86,Meeting Target,0.88,Meeting Target,0.91,Exceeding Target,0.84,Meeting Target,0.81,Approaching Target,0.94,Meeting Target,Exceeding Target,2.43,2.74
,,,P.S./I.S. 087 MIDDLE VILLAGE,3.42E+11,24Q087,24,40.711906,-73.871298,"67-54 80TH ST MIDDLE VILLAGE, NY 11379",MIDDLE VILLAGE,11379,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.5,62298.87,0.08,0.03,0.01,0.5,0.51,0.46,0.92,0.33,0.9,Meeting Target,0.71,Approaching Target,0.88,Approaching Target,0.59,Not Meeting Target,0.84,Meeting Target,0.8,Approaching Target,Meeting Target,2.7,2.72
,,,P.S. 088 SENECA,3.42E+11,24Q088,24,40.7041,-73.89641,"60-85 CATALPA AVE RIDGEWOOD, NY 11385",RIDGEWOOD,11385,"PK,0K,01,02,03,04,05",PK,5,No,0.61,50720.93,0.16,0.06,0.02,0.52,0.54,0.4,0.94,0.21,0.89,Meeting Target,0.93,Meeting Target,0.94,Meeting Target,0.82,Meeting Target,0.84,Meeting Target,0.95,Exceeding Target,Approaching Target,2.53,2.74
,,,P.S. 089 ELMHURST,3.42E+11,24Q089,24,40.745942,-73.879623,"85-28 BRITTON AVE ELMHURST, NY 11373",ELMHURST,11373,"0K,01,02,03,04,05",0K,5,No,0.71,46836.11,0.41,0.21,0,0.77,0.77,0.01,0.96,0.06,0.84,Exceeding Target,0.82,Meeting Target,0.87,Exceeding Target,0.76,Meeting Target,0.79,Approaching Target,0.88,Meeting Target,Exceeding Target,2.72,2.89
,,,P.S. 091 RICHARD ARKWRIGHT,3.42E+11,24Q091,24,40.703479,-73.883974,"68-10 CENTRAL AVE GLENDALE, NY 11385",GLENDALE,11385,"0K,01,02,03,04,05",0K,5,No,0.56,59573.24,0.1,0.04,0.03,0.49,0.52,0.44,0.93,0.22,0.94,Meeting Target,0.9,Meeting Target,0.9,Meeting Target,0.8,Meeting Target,0.83,Approaching Target,0.94,Meeting Target,Meeting Target,2.57,2.73
,,,I.S. 093 RIDGEWOOD,3.42E+11,24Q093,24,40.705855,-73.902827,"66-56 FOREST AVE RIDGEWOOD, NY 11385",RIDGEWOOD,11385,"06,07,08",6,8,No,0.68,N/A,0.15,0.1,0.01,0.71,0.72,0.17,0.95,0.16,0.84,Meeting Target,0.81,Meeting Target,0.84,Meeting Target,0.73,Approaching Target,0.71,Not Meeting Target,0.9,Meeting Target,Meeting Target,2.54,2.59
,,,P.S. 102 BAYVIEW,3.42E+11,24Q102,24,40.73342,-73.87775,"55-24 VAN HORN ST ELMHURST, NY 11373",ELMHURST,11373,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.54,54319.34,0.13,0.6,0.03,0.33,0.36,0.03,0.96,0.13,0.91,Exceeding Target,0.89,Meeting Target,0.94,Exceeding Target,0.82,Meeting Target,0.8,Approaching Target,0.91,Meeting Target,Meeting Target,2.85,2.98
,x,,P.S. 110,3.42E+11,24Q110,24,40.745554,-73.86677,"96-18 43RD AVE CORONA, NY 11368",CORONA,11368,"0K,01,02,03,04,05",0K,5,No,N/A,42821.68,0.35,0.05,0.01,0.92,0.94,0.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,P.S./I.S. 113 ANTHONY J. PRANZO,3.42E+11,24Q113,24,40.705243,-73.861935,"78-23 87TH ST GLENDALE, NY 11385",GLENDALE,11385,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.26,67491.07,0.04,0.05,0.01,0.4,0.41,0.52,0.96,0.09,0.94,Meeting Target,0.93,Meeting Target,0.92,Exceeding Target,0.87,Meeting Target,0.8,Approaching Target,0.92,Meeting Target,Meeting Target,2.89,3.13
,,,I.S. 119 THE GLENDALE,3.42E+11,24Q119,24,40.705198,-73.875033,"74-01 78TH AVE GLENDALE, NY 11385",GLENDALE,11385,"06,07,08",6,8,No,0.44,57397.18,0.04,0.25,0.01,0.3,0.32,0.42,0.95,0.13,0.89,Exceeding Target,0.87,Exceeding Target,0.84,Meeting Target,0.83,Meeting Target,0.75,Not Meeting Target,0.87,Meeting Target,Exceeding Target,3.13,3.38
,,,I.S. 125 THOM J. MCCANN WOODSIDE,3.42E+11,24Q125,24,40.741091,-73.918649,"46-02 47TH AVE WOODSIDE, NY 11377",WOODSIDE,11377,"06,07,08",6,8,No,0.62,N/A,0.15,0.4,0.01,0.53,0.54,0.05,0.96,0.1,0.9,Exceeding Target,0.91,Exceeding Target,0.88,Exceeding Target,0.84,Meeting Target,0.73,Approaching Target,0.93,Meeting Target,Exceeding Target,2.65,2.96
,,,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY SCHOOL",3.42E+11,24Q128,24,40.715009,-73.886225,"69-10 65TH DR MIDDLE VILLAGE, NY 11379",MIDDLE VILLAGE,11379,"0K,01,02,03,04,05,06,07,08",0K,8,No,0.18,71378.48,0.04,0.03,0.01,0.2,0.21,0.76,0.96,0.04,0.94,Meeting Target,0.9,Meeting Target,0.86,Meeting Target,0.83,Meeting Target,0.86,Meeting Target,0.92,Meeting Target,Meeting Target,3.08,3.23
,,,P.S. 143 LOUIS ARMSTRONG,3.42E+11,24Q143,24,40.755182,-73.855476,"34-74 113TH ST CORONA, NY 11368",CORONA,11368,"0K,01,02,03,04,05",0K,5,No,0.82,47813.37,0.48,0.05,0.02,0.93,0.94,0.01,0.95,0.15,0.83,Approaching Target,0.77,Approaching Target,0.87,Meeting Target,0.61,Not Meeting Target,0.81,Approaching Target,0.86,Meeting Target,Meeting Target,2.16,2.42
,,,P.S. 153 MASPETH ELEM,3.42E+11,24Q153,24,40.716288,-73.904467,"60-02 60TH LN MASPETH, NY 11378",MASPETH,11378,"PK,0K,01,02,03,04,05,06",PK,6,No,0.49,55585.29,0.1,0.07,0.01,0.45,0.46,0.46,0.95,0.14,0.91,Meeting Target,0.92,Meeting Target,0.93,Meeting Target,0.87,Meeting Target,0.83,Approaching Target,0.94,Exceeding Target,Exceeding Target,2.87,3.13
,,,P.S. 199 MAURICE A. FITZGERALD,3.42E+11,24Q199,24,40.739982,-73.926377,"39-20 48TH AVE LONG ISLAND CITY, NY 11104",LONG ISLAND CITY,11104,"0K,01,02,03,04,05",0K,5,No,0.65,54053.95,0.37,0.32,0.01,0.59,0.6,0.07,0.95,0.12,0.85,Exceeding Target,0.84,Meeting Target,0.92,Meeting Target,0.77,Meeting Target,0.78,Approaching Target,0.91,Meeting Target,Meeting Target,2.63,2.78
,,,P.S. 229 EMANUEL KAPLAN,3.42E+11,24Q229,24,40.734493,-73.897209,"67-25 51ST RD WOODSIDE, NY 11377",WOODSIDE,11377,"0K,01,02,03,04,05",0K,5,No,0.49,58328.09,0.08,0.35,0.02,0.39,0.41,0.23,0.96,0.1,0.87,Exceeding Target,0.93,Exceeding Target,0.95,Exceeding Target,0.87,Exceeding Target,0.82,Approaching Target,0.97,Exceeding Target,Exceeding Target,2.99,3.18
,,,P.S. 239,3.42E+11,24Q239,24,40.69943,-73.903833,"17-15 WEIRFIELD ST RIDGEWOOD, NY 11385",RIDGEWOOD,11385,"PK,0K,01,02,03,04,05",PK,5,No,0.8,41384.9,0.27,0.13,0.02,0.75,0.78,0.09,0.94,0.19,0.83,Approaching Target,0.86,Meeting Target,0.87,Meeting Target,0.79,Meeting Target,0.79,Approaching Target,0.94,Meeting Target,Meeting Target,2.37,2.53
,,,A.C.E. ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS,3.42E+11,24Q290,24,40.712656,-73.908184,"55-20 METROPOLITAN AVE RIDGEWOOD, NY 11385",RIDGEWOOD,11385,"0K,01,02,03,04,05",0K,5,No,0.49,53809.35,0.08,0.2,0.03,0.47,0.5,0.27,0.95,0.11,0.9,Exceeding Target,0.88,Exceeding Target,0.94,Exceeding Target,0.75,Approaching Target,0.83,Approaching Target,0.89,Meeting Target,N/A,2.95,3.22
,,,LEARNERS AND LEADERS,3.42E+11,24Q305,24,40.706955,-73.914959,"378 SENECA AVE GLENDALE, NY 11385",GLENDALE,11385,"PK,0K,01,02,03",PK,3,No,0.74,50347.75,0.23,0.07,0.02,0.78,0.81,0.12,0.94,0.19,0.92,N/A,0.94,N/A,0.95,N/A,0.91,N/A,0.89,N/A,0.97,N/A,N/A,N/A,N/A
,,,PIONEER ACADEMY,3.42E+11,24Q307,24,40.749323,-73.865657,"40-20 100TH ST CORONA, NY 11368",CORONA,11368,"PK,0K,01,02,03,04,05",PK,5,No,0.79,41632.62,0.4,0.03,0.01,0.94,0.96,0.01,0.97,0.04,0.89,Meeting Target,0.86,Exceeding Target,0.93,Meeting Target,0.78,Approaching Target,0.83,Approaching Target,0.88,Meeting Target,Meeting Target,2.42,2.61
,,,CORONA ARTS AND SCIENCES ACADEMY,3.42E+11,24Q311,24,40.743204,-73.871482,"45-10 94TH ST ELMHURST, NY 11373",ELMHURST,11373,"06,07,08",6,8,No,0.79,N/A,0.18,0.04,0.01,0.94,0.95,0.01,0.98,0.01,0.98,Meeting Target,0.98,Meeting Target,0.89,Exceeding Target,0.96,Exceeding Target,0.8,Meeting Target,0.96,Exceeding Target,Meeting Target,2.47,2.54
,,,P.S. 330,3.42E+11,24Q330,24,40.757821,-73.859123,"110-08 NORTHERN BLVD CORONA, NY 11368",CORONA,11368,"0K,01,02,03,04,05",0K,5,No,0.79,49555.19,0.27,0.09,0.02,0.87,0.89,0.01,0.95,0.12,0.89,Meeting Target,0.87,Meeting Target,0.92,Exceeding Target,0.81,Meeting Target,0.82,Approaching Target,0.9,Meeting Target,N/A,2.3,2.62
,,,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",3.42E+11,24Q560,24,40.742708,-73.936328,"47-07 30TH PL LONG ISLAND CITY, NY 11101",LONG ISLAND CITY,11101,"07,08,09,10,11,12",7,12,No,0.51,N/A,0.04,0.22,0.05,0.61,0.65,0.12,0.96,0.04,0.91,Meeting Target,0.9,Meeting Target,0.87,Meeting Target,0.86,Meeting Target,0.68,Not Meeting Target,0.91,Meeting Target,Exceeding Target,3.21,3.28
,,,THE 51 AVENUE ACADEMY (THE PATH TO ACADEMIC EXCELLENCE),3.42E+11,24Q877,24,40.737207,-73.887005,"76-05 51ST AVE ELMHURST, NY 11373",ELMHURST,11373,"04,05",4,5,No,0.64,47662.76,0.27,0.6,0.01,0.38,0.39,0.02,0.98,0.03,0.91,Exceeding Target,0.91,Exceeding Target,0.97,Exceeding Target,0.83,Meeting Target,0.76,Approaching Target,0.93,Meeting Target,Exceeding Target,2.84,3.25
,,,P.S. 020 JOHN BOWNE,3.43E+11,25Q020,25,40.758365,-73.824407,"142-30 BARCLAY AVE FLUSHING, NY 11355",FLUSHING,11355,"PK,0K,01,02,03,04,05",PK,5,No,0.68,38731.69,0.31,0.75,0.03,0.19,0.23,0.01,0.97,0.07,0.89,Meeting Target,0.89,Meeting Target,0.91,Exceeding Target,0.83,Meeting Target,0.81,Approaching Target,0.93,Meeting Target,Meeting Target,2.66,3.28
,,,P.S. 021 EDWARD HART,3.43E+11,25Q021,25,40.774168,-73.818543,"147-36 26TH AVE FLUSHING, NY 11354",FLUSHING,11354,"PK,0K,01,02,03,04,05",PK,5,No,0.48,56414.94,0.19,0.62,0.01,0.29,0.3,0.07,0.96,0.08,0.9,Exceeding Target,0.94,Exceeding Target,0.94,Exceeding Target,0.87,Exceeding Target,0.82,Meeting Target,0.95,Exceeding Target,Exceeding Target,2.96,3.28
,,,P.S. 022 THOMAS JEFFERSON,3.43E+11,25Q022,25,40.761748,-73.811379,"153-33 SANFORD AVE FLUSHING, NY 11355",FLUSHING,11355,"PK,0K,01,02,03,04,05",PK,5,No,0.61,49884.66,0.45,0.6,0,0.36,0.36,0.03,0.97,0.09,0.93,Exceeding Target,0.91,Exceeding Target,0.94,Exceeding Target,0.87,Meeting Target,0.84,Meeting Target,0.93,Meeting Target,Exceeding Target,2.83,3.34
,,,P.S. 024 ANDREW JACKSON,3.43E+11,25Q024,25,40.751762,-73.81778,"141-11 HOLLY AVE FLUSHING, NY 11355",FLUSHING,11355,"PK,0K,01,02,03,04,05",PK,5,No,0.54,40033.97,0.4,0.85,0.03,0.1,0.13,0.01,0.97,0.07,0.89,Exceeding Target,0.87,Meeting Target,0.93,Exceeding Target,0.75,Approaching Target,0.82,Approaching Target,0.87,Meeting Target,Exceeding Target,2.83,3.41
,,,I.S. 025 ADRIEN BLOCK,3.43E+11,25Q025,25,40.765017,-73.789689,"34-65 192ND ST FLUSHING, NY 11358",FLUSHING,11358,"06,07,08",6,8,No,0.34,N/A,0.1,0.5,0.01,0.24,0.25,0.24,0.97,0.06,0.87,Approaching Target,0.85,Meeting Target,0.85,Meeting Target,0.75,Approaching Target,0.69,Not Meeting Target,0.87,Meeting Target,Meeting Target,2.95,3.23
,,,P.S. 029 QUEENS,3.43E+11,25Q029,25,40.777987,-73.842975,"125-10 23RD AVE COLLEGE POINT, NY 11356",COLLEGE POINT,11356,"PK,0K,01,02,03,04,05",PK,5,No,0.58,54307.52,0.26,0.29,0.02,0.57,0.59,0.12,0.95,0.16,0.95,Meeting Target,0.92,Exceeding Target,0.97,Meeting Target,0.83,Meeting Target,0.82,Approaching Target,0.94,Exceeding Target,Meeting Target,2.55,2.81
,,,P.S. 032 STATE STREET,3.43E+11,25Q032,25,40.76501,-73.794319,"171-11 35TH AVE FLUSHING, NY 11358",FLUSHING,11358,"PK,0K,01,02,03,04,05",PK,5,No,0.41,58764.47,0.13,0.66,0.01,0.19,0.2,0.12,0.97,0.07,0.94,Exceeding Target,0.97,Exceeding Target,0.95,Exceeding Target,0.94,Exceeding Target,0.88,Meeting Target,0.98,Exceeding Target,Meeting Target,3.08,3.58
,,,P.S. 079 FRANCIS LEWIS,3.43E+11,25Q079,25,40.785959,-73.817349,"147-27 15TH DR WHITESTONE, NY 11357",WHITESTONE,11357,"PK,0K,01,02,03,04,05",PK,5,No,0.27,69293.52,0.07,0.44,0.01,0.2,0.21,0.33,0.96,0.09,0.96,Meeting Target,0.97,Meeting Target,0.99,Meeting Target,0.91,Exceeding Target,0.85,Meeting Target,0.97,Exceeding Target,Meeting Target,3,3.4
,,,P.S. 107 THOMAS A DOOLEY,3.43E+11,25Q107,25,40.755444,-73.799406,"167-02 45TH AVE FLUSHING, NY 11358",FLUSHING,11358,"PK,0K,01,02,03,04,05",PK,5,No,0.43,63863.56,0.2,0.51,0.01,0.32,0.34,0.14,0.96,0.12,0.82,Approaching Target,0.8,Approaching Target,0.91,Meeting Target,0.65,Not Meeting Target,0.85,Meeting Target,0.83,Approaching Target,Meeting Target,2.71,3.16
